,Date,Forecast Pool Price,Actual Posted Pool Price,Day-Ahead Forecasted AIL,Actual AIL,Forecasted & Actual AIL Difference,Hour,Month,Day,Year
0,2012-01-01,34.07,36.6,"8,302","8,477",-175,1,1,1,2012
1,2012-01-01,30.99,31.76,"8,130","8,331",-201,2,1,1,2012
2,2012-01-01,25.97,29.74,"8,018","8,209",-191,3,1,1,2012
3,2012-01-01,25.11,24.86,"7,966","8,121",-155,4,1,1,2012
4,2012-01-01,24.28,24.01,"7,944","8,077",-133,5,1,1,2012
5,2012-01-01,24.28,24.0,"7,917","8,077",-160,6,1,1,2012
6,2012-01-01,24.19,24.0,"7,854","8,126",-272,7,1,1,2012
7,2012-01-01,23.44,23.57,"8,071","8,249",-178,8,1,1,2012
8,2012-01-01,26.09,24.35,"8,268","8,387",-119,9,1,1,2012
9,2012-01-01,17.73,22.24,"8,433","8,406",27,10,1,1,2012
10,2012-01-01,17.24,17.1,"8,613","8,459",154,11,1,1,2012
11,2012-01-01,20.89,16.65,"8,723","8,528",195,12,1,1,2012
12,2012-01-01,16.88,17.47,"8,778","8,587",191,13,1,1,2012
13,2012-01-01,18.2,16.63,"8,722","8,592",130,14,1,1,2012
14,2012-01-01,15.82,15.82,"8,705","8,602",103,15,1,1,2012
15,2012-01-01,17.44,17.56,"8,781","8,748",33,16,1,1,2012
16,2012-01-01,24.66,23.33,"9,101","9,136",-35,17,1,1,2012
17,2012-01-01,24.31,24.53,"9,497","9,476",21,18,1,1,2012
18,2012-01-01,24.08,23.91,"9,418","9,360",58,19,1,1,2012
19,2012-01-01,24.01,24.12,"9,298","9,274",24,20,1,1,2012
20,2012-01-01,27.23,26.0,"9,202","9,158",44,21,1,1,2012
21,2012-01-01,24.62,26.0,"9,057","8,992",65,22,1,1,2012
22,2012-01-01,22.4,23.84,"8,785","8,751",34,23,1,1,2012
23,2012-01-01,19.92,18.66,"8,478","8,456",22,24,1,1,2012
24,2012-01-02,14.78,15.02,"8,157","8,238",-81,1,1,2,2012
25,2012-01-02,14.46,14.72,"8,018","8,099",-81,2,1,2,2012
26,2012-01-02,14.72,14.4,"7,945","8,015",-70,3,1,2,2012
27,2012-01-02,14.61,14.67,"7,923","8,002",-79,4,1,2,2012
28,2012-01-02,15.16,15.15,"7,969","7,993",-24,5,1,2,2012
29,2012-01-02,18.81,15.34,"8,143","8,089",54,6,1,2,2012
30,2012-01-02,19.66,14.88,"8,570","8,252",318,7,1,2,2012
31,2012-01-02,17.31,13.16,"8,784","8,504",280,8,1,2,2012
32,2012-01-02,15.75,20.57,"8,957","8,793",164,9,1,2,2012
33,2012-01-02,24.01,24.04,"8,940","8,897",43,10,1,2,2012
34,2012-01-02,24.88,30.05,"8,981","9,024",-43,11,1,2,2012
35,2012-01-02,30.02,35.11,"9,005","9,174",-169,12,1,2,2012
36,2012-01-02,38.78,33.33,"8,980","9,178",-198,13,1,2,2012
37,2012-01-02,25.57,25.57,"8,966","9,151",-185,14,1,2,2012
38,2012-01-02,24.11,24.03,"8,972","9,086",-114,15,1,2,2012
39,2012-01-02,26.14,24.55,"9,019","9,120",-101,16,1,2,2012
40,2012-01-02,28.9,27.61,"9,286","9,367",-81,17,1,2,2012
41,2012-01-02,34.71,36.52,"9,626","9,774",-148,18,1,2,2012
42,2012-01-02,36.46,34.51,"9,492","9,619",-127,19,1,2,2012
43,2012-01-02,35.26,33.58,"9,374","9,503",-129,20,1,2,2012
44,2012-01-02,29.42,26.16,"9,258","9,366",-108,21,1,2,2012
45,2012-01-02,29.02,25.38,"9,031","9,139",-108,22,1,2,2012
46,2012-01-02,21.83,21.58,"8,649","8,761",-112,23,1,2,2012
47,2012-01-02,15.91,16.72,"8,265","8,384",-119,24,1,2,2012
48,2012-01-03,15.1,14.97,"8,012","8,119",-107,1,1,3,2012
49,2012-01-03,15.88,16.14,"7,877","7,955",-78,2,1,3,2012
50,2012-01-03,16.81,16.54,"7,802","7,891",-89,3,1,3,2012
51,2012-01-03,16.11,14.06,"7,774","7,840",-66,4,1,3,2012
52,2012-01-03,14.85,14.59,"7,814","7,887",-73,5,1,3,2012
53,2012-01-03,16.38,15.27,"7,989","8,091",-102,6,1,3,2012
54,2012-01-03,18.13,18.95,"8,427","8,512",-85,7,1,3,2012
55,2012-01-03,15.88,17.02,"9,039","8,907",132,8,1,3,2012
56,2012-01-03,17.66,20.34,"9,206","9,106",100,9,1,3,2012
57,2012-01-03,21.74,22.5,"9,171","9,074",97,10,1,3,2012
58,2012-01-03,23.91,24.29,"9,199","9,164",35,11,1,3,2012
59,2012-01-03,25.33,26.51,"9,209","9,272",-63,12,1,3,2012
60,2012-01-03,25.0,27.84,"9,171","9,286",-115,13,1,3,2012
61,2012-01-03,33.97,33.62,"9,157","9,302",-145,14,1,3,2012
62,2012-01-03,29.57,30.9,"9,139","9,302",-163,15,1,3,2012
63,2012-01-03,30.91,28.81,"9,179","9,371",-192,16,1,3,2012
64,2012-01-03,28.74,28.78,"9,425","9,650",-225,17,1,3,2012
65,2012-01-03,38.94,38.62,"9,761","9,971",-210,18,1,3,2012
66,2012-01-03,35.87,35.84,"9,601","9,821",-220,19,1,3,2012
67,2012-01-03,33.99,35.28,"9,470","9,635",-165,20,1,3,2012
68,2012-01-03,33.45,27.89,"9,348","9,452",-104,21,1,3,2012
69,2012-01-03,29.33,27.65,"9,121","9,202",-81,22,1,3,2012
70,2012-01-03,22.75,23.86,"8,720","8,840",-120,23,1,3,2012
71,2012-01-03,17.04,19.23,"8,337","8,447",-110,24,1,3,2012
72,2012-01-04,16.62,18.06,"8,044","8,205",-161,1,1,4,2012
