,Date,Forecast Pool Price,Actual Posted Pool Price,Day-Ahead Forecasted AIL,Actual AIL,Forecasted & Actual AIL Difference,Hour,Month,Day,Year
0,2010-01-01,49.68,51.12,"8,205","8,307",-102,1,1,1,2010
1,2010-01-01,38.0,48.79,"8,039","8,186",-147,2,1,1,2010
2,2010-01-01,44.45,39.56,"7,939","8,075",-136,3,1,1,2010
3,2010-01-01,36.21,36.27,"7,908","8,013",-105,4,1,1,2010
4,2010-01-01,36.24,36.16,"7,912","7,982",-70,5,1,1,2010
5,2010-01-01,36.76,34.9,"7,973","7,984",-11,6,1,1,2010
6,2010-01-01,34.94,33.33,"8,118","8,028",90,7,1,1,2010
7,2010-01-01,32.28,21.16,"8,272","8,101",171,8,1,1,2010
8,2010-01-01,30.13,24.42,"8,446","8,126",320,9,1,1,2010
9,2010-01-01,15.38,16.4,"8,515","8,122",393,10,1,1,2010
10,2010-01-01,19.72,22.94,"8,609","8,223",386,11,1,1,2010
11,2010-01-01,30.14,33.1,"8,647","8,343",304,12,1,1,2010
12,2010-01-01,37.98,39.24,"8,627","8,351",276,13,1,1,2010
13,2010-01-01,36.32,37.87,"8,567","8,322",245,14,1,1,2010
14,2010-01-01,30.66,38.22,"8,555","8,331",224,15,1,1,2010
15,2010-01-01,38.28,37.33,"8,576","8,435",141,16,1,1,2010
16,2010-01-01,31.19,41.98,"8,804","8,703",101,17,1,1,2010
17,2010-01-01,52.74,57.66,"9,103","9,082",21,18,1,1,2010
18,2010-01-01,51.63,51.75,"9,008","9,002",6,19,1,1,2010
19,2010-01-01,53.27,50.68,"8,882","8,904",-22,20,1,1,2010
20,2010-01-01,57.2,48.06,"8,775","8,787",-12,21,1,1,2010
21,2010-01-01,43.88,45.03,"8,603","8,623",-20,22,1,1,2010
22,2010-01-01,44.99,44.59,"8,406","8,413",-7,23,1,1,2010
23,2010-01-01,41.54,38.85,"8,162","8,133",29,24,1,1,2010
24,2010-01-02,29.15,28.44,"7,927","7,875",52,1,1,2,2010
25,2010-01-02,26.07,29.42,"7,798","7,756",42,2,1,2,2010
26,2010-01-02,27.15,25.99,"7,710","7,667",43,3,1,2,2010
27,2010-01-02,28.39,25.42,"7,674","7,617",57,4,1,2,2010
28,2010-01-02,23.75,16.82,"7,675","7,613",62,5,1,2,2010
29,2010-01-02,21.7,17.61,"7,719","7,664",55,6,1,2,2010
30,2010-01-02,25.71,24.16,"7,847","7,799",48,7,1,2,2010
31,2010-01-02,40.02,37.07,"8,091","7,997",94,8,1,2,2010
32,2010-01-02,40.03,42.48,"8,336","8,165",171,9,1,2,2010
33,2010-01-02,43.59,41.89,"8,443","8,270",173,10,1,2,2010
34,2010-01-02,40.64,48.18,"8,548","8,416",132,11,1,2,2010
35,2010-01-02,55.32,56.09,"8,572","8,483",89,12,1,2,2010
36,2010-01-02,57.01,57.0,"8,537","8,498",39,13,1,2,2010
37,2010-01-02,56.95,56.96,"8,463","8,488",-25,14,1,2,2010
38,2010-01-02,48.32,45.77,"8,443","8,482",-39,15,1,2,2010
39,2010-01-02,39.41,44.21,"8,484","8,535",-51,16,1,2,2010
40,2010-01-02,47.51,49.62,"8,746","8,844",-98,17,1,2,2010
41,2010-01-02,51.44,56.92,"9,101","9,235",-134,18,1,2,2010
42,2010-01-02,56.53,57.0,"9,011","9,151",-140,19,1,2,2010
43,2010-01-02,60.72,57.01,"8,881","9,015",-134,20,1,2,2010
44,2010-01-02,56.91,57.0,"8,766","8,885",-119,21,1,2,2010
45,2010-01-02,56.58,56.76,"8,605","8,750",-145,22,1,2,2010
46,2010-01-02,49.59,49.38,"8,382","8,534",-152,23,1,2,2010
47,2010-01-02,43.88,43.49,"8,120","8,284",-164,24,1,2,2010
48,2010-01-03,26.07,25.47,"7,913","8,046",-133,1,1,3,2010
49,2010-01-03,13.69,16.73,"7,770","7,866",-96,2,1,3,2010
50,2010-01-03,35.55,26.26,"7,682","7,758",-76,3,1,3,2010
51,2010-01-03,47.61,41.28,"7,647","7,717",-70,4,1,3,2010
52,2010-01-03,35.99,31.74,"7,646","7,710",-64,5,1,3,2010
53,2010-01-03,25.0,24.9,"7,682","7,692",-10,6,1,3,2010
54,2010-01-03,23.32,29.24,"7,770","7,822",-52,7,1,3,2010
55,2010-01-03,28.46,29.68,"7,942","8,012",-70,8,1,3,2010
56,2010-01-03,35.54,34.11,"8,081","8,178",-97,9,1,3,2010
57,2010-01-03,32.12,35.47,"8,163","8,272",-109,10,1,3,2010
58,2010-01-03,37.71,32.02,"8,284","8,348",-64,11,1,3,2010
59,2010-01-03,31.41,30.66,"8,350","8,392",-42,12,1,3,2010
60,2010-01-03,30.66,30.84,"8,369","8,481",-112,13,1,3,2010
61,2010-01-03,30.66,30.16,"8,325","8,472",-147,14,1,3,2010
62,2010-01-03,30.4,30.14,"8,320","8,488",-168,15,1,3,2010
63,2010-01-03,30.31,29.75,"8,375","8,560",-185,16,1,3,2010
64,2010-01-03,104.44,51.87,"8,667","8,925",-258,17,1,3,2010
65,2010-01-03,455.77,66.01,"9,077","9,371",-294,18,1,3,2010
66,2010-01-03,66.52,60.05,"9,020","9,291",-271,19,1,3,2010
67,2010-01-03,56.8,55.58,"8,930","9,210",-280,20,1,3,2010
68,2010-01-03,40.92,55.06,"8,854","9,066",-212,21,1,3,2010
69,2010-01-03,52.46,50.84,"8,708","8,852",-144,22,1,3,2010
70,2010-01-03,33.82,33.34,"8,423","8,508",-85,23,1,3,2010
71,2010-01-03,18.78,24.54,"8,099","8,190",-91,24,1,3,2010
72,2010-01-04,17.08,16.46,"7,872","7,954",-82,1,1,4,2010
73,2010-01-04,25.0,17.61,"7,759","7,835",-76,2,1,4,2010
74,2010-01-04,24.82,17.61,"7,707","7,769",-62,3,1,4,2010
75,2010-01-04,20.38,17.61,"7,704","7,780",-76,4,1,4,2010
76,2010-01-04,16.41,16.38,"7,752","7,827",-75,5,1,4,2010
77,2010-01-04,22.48,16.9,"7,916","7,987",-71,6,1,4,2010
78,2010-01-04,39.76,42.45,"8,301","8,365",-64,7,1,4,2010
79,2010-01-04,51.98,51.67,"8,842","8,866",-24,8,1,4,2010
80,2010-01-04,56.7,56.7,"9,049","9,083",-34,9,1,4,2010
81,2010-01-04,56.81,56.76,"9,079","9,111",-32,10,1,4,2010
82,2010-01-04,63.64,57.14,"9,136","9,158",-22,11,1,4,2010
83,2010-01-04,57.22,57.22,"9,151","9,174",-23,12,1,4,2010
84,2010-01-04,57.2,57.21,"9,100","9,136",-36,13,1,4,2010
85,2010-01-04,57.21,57.21,"9,060","9,139",-79,14,1,4,2010
86,2010-01-04,56.84,56.84,"9,057","9,122",-65,15,1,4,2010
87,2010-01-04,51.75,55.06,"9,104","9,165",-61,16,1,4,2010
88,2010-01-04,43.73,50.06,"9,346","9,419",-73,17,1,4,2010
89,2010-01-04,68.35,57.2,"9,704","9,739",-35,18,1,4,2010
90,2010-01-04,59.01,55.15,"9,576","9,586",-10,19,1,4,2010
91,2010-01-04,55.84,53.22,"9,457","9,444",13,20,1,4,2010
92,2010-01-04,60.81,57.19,"9,340","9,314",26,21,1,4,2010
93,2010-01-04,52.44,51.6,"9,098","9,074",24,22,1,4,2010
94,2010-01-04,46.25,44.36,"8,725","8,710",15,23,1,4,2010
95,2010-01-04,37.07,28.49,"8,357","8,294",63,24,1,4,2010
96,2010-01-05,23.03,20.32,"8,110","8,019",91,1,1,5,2010
97,2010-01-05,23.03,24.2,"7,982","7,917",65,2,1,5,2010
98,2010-01-05,24.36,21.77,"7,914","7,848",66,3,1,5,2010
99,2010-01-05,21.4,19.33,"7,901","7,812",89,4,1,5,2010
100,2010-01-05,18.64,16.58,"7,939","7,827",112,5,1,5,2010
101,2010-01-05,25.94,22.7,"8,105","7,966",139,6,1,5,2010
102,2010-01-05,34.28,36.13,"8,491","8,345",146,7,1,5,2010
103,2010-01-05,44.3,45.71,"8,843","8,881",-38,8,1,5,2010
104,2010-01-05,48.44,53.39,"8,993","9,091",-98,9,1,5,2010
105,2010-01-05,47.65,48.49,"8,991","9,061",-70,10,1,5,2010
106,2010-01-05,50.88,49.67,"9,044","9,092",-48,11,1,5,2010
107,2010-01-05,46.98,48.44,"9,050","9,128",-78,12,1,5,2010
108,2010-01-05,49.69,50.55,"9,021","9,111",-90,13,1,5,2010
109,2010-01-05,48.06,48.34,"9,001","9,106",-105,14,1,5,2010
110,2010-01-05,44.28,45.22,"9,017","9,096",-79,15,1,5,2010
111,2010-01-05,46.36,44.81,"9,057","9,143",-86,16,1,5,2010
112,2010-01-05,47.27,48.1,"9,304","9,404",-100,17,1,5,2010
113,2010-01-05,56.59,56.67,"9,654","9,806",-152,18,1,5,2010
114,2010-01-05,54.29,55.72,"9,513","9,713",-200,19,1,5,2010
115,2010-01-05,53.3,52.15,"9,394","9,586",-192,20,1,5,2010
116,2010-01-05,50.48,49.05,"9,303","9,447",-144,21,1,5,2010
117,2010-01-05,56.05,55.47,"9,083","9,245",-162,22,1,5,2010
118,2010-01-05,49.61,47.85,"8,712","8,825",-113,23,1,5,2010
119,2010-01-05,34.57,37.25,"8,327","8,495",-168,24,1,5,2010
120,2010-01-06,38.58,40.27,"8,097","8,254",-157,1,1,6,2010
121,2010-01-06,35.54,35.48,"7,977","8,121",-144,2,1,6,2010
122,2010-01-06,35.0,35.0,"7,916","8,071",-155,3,1,6,2010
123,2010-01-06,38.22,35.0,"7,898","8,080",-182,4,1,6,2010
124,2010-01-06,34.89,35.0,"7,935","8,134",-199,5,1,6,2010
125,2010-01-06,38.85,35.0,"8,098","8,292",-194,6,1,6,2010
126,2010-01-06,43.52,43.83,"8,488","8,637",-149,7,1,6,2010
127,2010-01-06,52.7,53.78,"9,082","9,143",-61,8,1,6,2010
128,2010-01-06,57.31,57.79,"9,215","9,344",-129,9,1,6,2010
129,2010-01-06,56.73,56.5,"9,185","9,265",-80,10,1,6,2010
130,2010-01-06,56.62,55.94,"9,210","9,273",-63,11,1,6,2010
131,2010-01-06,56.5,55.57,"9,200","9,262",-62,12,1,6,2010
132,2010-01-06,42.69,52.94,"9,150","9,226",-76,13,1,6,2010
133,2010-01-06,47.04,44.52,"9,117","9,172",-55,14,1,6,2010
134,2010-01-06,44.0,40.23,"9,095","9,163",-68,15,1,6,2010
135,2010-01-06,37.42,37.96,"9,123","9,208",-85,16,1,6,2010
136,2010-01-06,44.28,44.66,"9,350","9,442",-92,17,1,6,2010
137,2010-01-06,53.15,55.89,"9,724","9,802",-78,18,1,6,2010
138,2010-01-06,55.22,50.95,"9,600","9,677",-77,19,1,6,2010
139,2010-01-06,54.94,52.98,"9,487","9,607",-120,20,1,6,2010
140,2010-01-06,53.91,47.65,"9,396","9,497",-101,21,1,6,2010
141,2010-01-06,51.97,49.03,"9,173","9,301",-128,22,1,6,2010
142,2010-01-06,41.81,42.47,"8,802","8,944",-142,23,1,6,2010
143,2010-01-06,39.98,37.83,"8,430","8,584",-154,24,1,6,2010
144,2010-01-07,43.63,43.17,"8,221","8,346",-125,1,1,7,2010
145,2010-01-07,31.7,35.51,"8,104","8,245",-141,2,1,7,2010
146,2010-01-07,44.98,43.77,"8,033","8,194",-161,3,1,7,2010
147,2010-01-07,42.2,42.99,"8,024","8,182",-158,4,1,7,2010
148,2010-01-07,41.84,43.0,"8,070","8,219",-149,5,1,7,2010
149,2010-01-07,45.07,44.45,"8,239","8,381",-142,6,1,7,2010
150,2010-01-07,48.94,44.37,"8,624","8,751",-127,7,1,7,2010
151,2010-01-07,51.3,53.81,"9,180","9,269",-89,8,1,7,2010
152,2010-01-07,57.05,56.75,"9,289","9,407",-118,9,1,7,2010
153,2010-01-07,58.0,56.75,"9,239","9,352",-113,10,1,7,2010
154,2010-01-07,57.01,56.75,"9,238","9,345",-107,11,1,7,2010
155,2010-01-07,57.3,56.75,"9,212","9,291",-79,12,1,7,2010
156,2010-01-07,56.75,56.72,"9,146","9,232",-86,13,1,7,2010
157,2010-01-07,56.7,56.33,"9,114","9,239",-125,14,1,7,2010
158,2010-01-07,56.03,48.46,"9,076","9,210",-134,15,1,7,2010
159,2010-01-07,44.24,44.81,"9,110","9,237",-127,16,1,7,2010
160,2010-01-07,45.05,48.6,"9,316","9,399",-83,17,1,7,2010
161,2010-01-07,70.56,60.77,"9,679","9,727",-48,18,1,7,2010
162,2010-01-07,55.78,55.84,"9,592","9,637",-45,19,1,7,2010
163,2010-01-07,56.42,56.54,"9,494","9,553",-59,20,1,7,2010
164,2010-01-07,52.84,56.03,"9,393","9,397",-4,21,1,7,2010
165,2010-01-07,52.46,50.73,"9,166","9,134",32,22,1,7,2010
166,2010-01-07,28.66,29.09,"8,807","8,716",91,23,1,7,2010
167,2010-01-07,17.57,15.19,"8,437","8,338",99,24,1,7,2010
168,2010-01-08,12.78,12.93,"8,205","8,059",146,1,1,8,2010
169,2010-01-08,12.87,12.72,"8,064","7,947",117,2,1,8,2010
170,2010-01-08,13.9,12.92,"7,991","7,881",110,3,1,8,2010
171,2010-01-08,12.94,12.93,"7,977","7,853",124,4,1,8,2010
172,2010-01-08,13.18,12.92,"8,010","7,904",106,5,1,8,2010
173,2010-01-08,12.78,12.81,"8,165","8,019",146,6,1,8,2010
174,2010-01-08,22.89,23.26,"8,542","8,384",158,7,1,8,2010
175,2010-01-08,33.78,38.37,"8,871","8,907",-36,8,1,8,2010
176,2010-01-08,41.92,41.67,"9,034","9,093",-59,9,1,8,2010
177,2010-01-08,40.63,40.09,"9,018","9,038",-20,10,1,8,2010
178,2010-01-08,43.62,48.87,"9,026","9,040",-14,11,1,8,2010
179,2010-01-08,52.8,52.69,"9,008","8,979",29,12,1,8,2010
180,2010-01-08,46.56,46.69,"8,944","8,882",62,13,1,8,2010
181,2010-01-08,44.41,51.14,"8,885","8,811",74,14,1,8,2010
182,2010-01-08,57.01,56.71,"8,872","8,711",161,15,1,8,2010
183,2010-01-08,56.72,56.71,"8,865","8,733",132,16,1,8,2010
184,2010-01-08,53.98,53.8,"9,015","8,908",107,17,1,8,2010
185,2010-01-08,55.4,54.72,"9,320","9,325",-5,18,1,8,2010
186,2010-01-08,50.07,47.08,"9,222","9,196",26,19,1,8,2010
187,2010-01-08,52.74,46.88,"9,104","9,041",63,20,1,8,2010
188,2010-01-08,51.38,48.0,"8,990","8,889",101,21,1,8,2010
189,2010-01-08,40.76,39.8,"8,807","8,694",113,22,1,8,2010
190,2010-01-08,28.93,33.28,"8,507","8,413",94,23,1,8,2010
191,2010-01-08,27.38,35.08,"8,191","8,066",125,24,1,8,2010
192,2010-01-09,14.15,24.29,"7,940","7,783",157,1,1,9,2010
193,2010-01-09,22.49,22.88,"7,790","7,576",214,2,1,9,2010
194,2010-01-09,15.8,15.8,"7,703","7,469",234,3,1,9,2010
195,2010-01-09,24.29,24.27,"7,667","7,452",215,4,1,9,2010
196,2010-01-09,24.28,24.27,"7,665","7,413",252,5,1,9,2010
197,2010-01-09,20.97,14.68,"7,732","7,447",285,6,1,9,2010
198,2010-01-09,20.36,18.47,"7,896","7,572",324,7,1,9,2010
199,2010-01-09,37.12,29.63,"7,830","7,840",-10,8,1,9,2010
200,2010-01-09,44.93,42.62,"8,066","8,128",-62,9,1,9,2010
201,2010-01-09,43.78,48.68,"8,172","8,253",-81,10,1,9,2010
202,2010-01-09,50.7,46.18,"8,269","8,343",-74,11,1,9,2010
203,2010-01-09,44.51,51.54,"8,305","8,369",-64,12,1,9,2010
